46,6.0,,
52,6.0,,
86,1.0,,
86,1.0,,
115,7.0,,
125,1.0,,
175,1.0,,
179,1.0,,
229,1.0,,
229,1.0,,
265,1.0,,
355,170.0,,
355,170.0,,
355,170.0,,
386,1.0,,
645,1.0,,
909,1.0,,
910,1.0,,
911,1.0,,
913,1.0,,
950,45.0,,
950,55.0,,
950,50.0,,
951,1.0,,
957,4.0,,
971,1.0,,
976,1.0,,
976,1.0,,
976,1.0,,
976,1.0,,
976,1.0,,
980,0.25,,
983,4.0,,
990,1.0,,
993,1.0,,
994,45.0,,
994,50.0,,
994,55.0,,
1001,2.0,,
1001,2.0,,
1005,1.0,,
1014,4.0,,
1014,4.0,,
1014,4.0,,
1016,1.0,,
1017,45.0,,
1017,50.0,,
1017,55.0,,
1018,45.0,,
1022,50.0,,
1022,55.0,,
1022,45.0,,
1022,45.0,,
1029,1.0,,
1030,45.0,,
1030,50.0,,
1030,55.0,,
1032,0.25,,
1035,50.0,,
1036,4.0,,
1037,50.0,,
1042,4.0,,
1045,4.0,,
1053,1.0,,
1100,1.0,,
1108,1.0,,
1123,35.0,,
1226,5.0,,
1248,1.0,,
1368,20.0,,
1376,1.0,,
1378,1.0,,
1379,1.0,,
1381,1.0,,
1384,5.0,,
1389,4.0,,
1397,1.0,,
1402,1.0,,
1404,1.0,,
1405,1.0,,
1408,4.0,,
1409,1.0,,
1411,50.0,,
1416,45.0,,
1418,1.0,,
1420,1.0,,
1422,55.0,,
1422,1.0,,
1422,1.0,,
1424,1.0,,
1425,1.0,,
1446,45.0,,
1467,1.0,,
1476,45.0,,
1478,4.0,,
1480,45.0,,
1487,1.0,,
1488,1.0,,
1488,1.0,,
1488,1.0,,
1488,1.0,,
1492,1.0,,
1492,1.0,,
1492,55.0,,
1492,50.0,,
1498,1.0,,
1498,1.0,,
1498,1.0,,
1501,45.0,,
1504,0.25,,
1508,1.0,,
1512,1.0,,
1513,1.0,,
1522,1.0,,
1526,1.0,,
1608,1.0,,
1677,1.0,,
1693,1.0,,
1693,1.0,,
1694,1.0,,
1694,1.0,,
1704,1.0,,
1709,1.0,,
1715,1.0,,
1715,1.0,,
1722,4.0,,
1738,45.0,,
1749,45.0,,
1760,1.0,,
1763,50.0,,
1768,4.0,,
1768,4.0,,
1768,4.0,,
1773,1.0,,
1780,1.0,,
1786,1.0,,
4793,1.0,,
4793,1.0,,
4850,1.0,,
4876,1.0,,
4886,1.0,,
4886,1.0,,
4886,1.0,,
4886,1.0,,
4886,1.0,,
4893,1.0,,
7886,1.0,,
7910,1.0,,
7910,1.0,,
7916,1.0,,
7971,1.0,,
7971,1.0,,
8031,1.0,,
8060,1.0,,
8060,1.0,,
8060,1.0,,
8094,1.0,,
8136,1.0,,
8220,3.5,,
8232,1.0,,
8232,1.0,,
8244,1.0,,
8244,1.0,,
8279,1.0,,
8291,1.0,,
8399,1.0,,
8399,1.0,,
8421,1.0,,
8421,1.0,,
8421,1.0,,
8421,1.0,,
8421,1.0,,
8421,1.0,,
8513,1.0,,
8513,1.0,,
8534,1.0,,
8534,1.0,,
8541,1.0,,
8541,1.0,,
8550,1.0,,
8550,1.0,,
8559,1.0,,
8559,1.0,,
8578,1.0,,
8578,1.0,,
8766,1.0,,
8807,1.0,,
8807,1.0,,
8918,1.0,,
8935,1.0,,
8947,1.0,,
8947,1.0,,
9172,750.0,,
9172,600.0,,
9199,550.0,,
9240,550.0,,
10015,14.0,,
10077,1.0,,
10110,14.0,,
12882,10.0,,
12949,1.0,,
12949,1.0,,
12955,1.0,,
12983,1.0,,
13065,1.0,,
14906,1.0,,
14915,1.0,,
15034,1.0,,
15055,1.0,,
15125,1.0,,
15125,2.0,,
15179,1.0,,
15206,1.0,,
15206,2.0,,
15325,1.0,,
15333,1.0,,
15368,1.0,,
15391,1.0,,
15395,1.0,,
15395,2.0,,
15438,1.0,,
15447,1.0,,
15462,1.0,,
15487,1.0,,
15487,32.0,,
15505,1.0,,
15570,1.0,,
16395,30.0,,
16395,1.0,,
17392,1.0,,
18135,600.0,,
19160,7.0,,
19286,28.0,,
19311,1.0,,
19311,1.0,,
19381,1.0,,
19529,1.0,,
20687,1.0,,
20975,1.0,,
21005,1.0,,
21094,1.0,,
21230,1.0,,
21270,1.0,,
21709,24.0,,
22718,1.0,,
22786,1.0,,
22900,1.0,,
23125,1.0,,
23462,0.25,,
23477,60.0,,
23477,55.0,,
23477,50.0,,
23477,45.0,,
23477,2.0,,
23479,2.0,,
23538,1.0,,
23540,60.0,,
23540,55.0,,
23540,50.0,,
23561,1.0,,
23582,1.0,,
23605,40.0,,
23614,1.0,,
23617,1.0,,
23629,60.0,,
23629,55.0,,
23629,50.0,,
23668,1.0,,
23680,60.0,,
23680,55.0,,
23680,50.0,,
23706,1.0,,
23706,1.0,,
